20.07.202010:53:48;5659734;3709325;3810283;5411967;3193206;3270046;0;0;;
20.07.202010:53:49;5659690;3709292;3810303;5411938;3193274;3270002;1;0;;
20.07.202010:53:50;5659739;3709291;3810266;5411802;3193287;3270004;2;0;;
20.07.202010:53:51;5659599;3709233;3810402;5411885;3193222;3270009;3;0;;
20.07.202010:53:52;5659766;3709317;3810303;5411865;3193270;3269972;4;0;;
20.07.202010:53:53;5659776;3709302;3810430;5411923;3193284;3269980;5;0;;
20.07.202010:53:54;5659743;3709218;3810327;5411769;3193212;3270024;6;0;;
20.07.202010:53:55;5659745;3709272;3810294;5411939;3193201;3270016;7;0;;
20.07.202010:53:56;5659718;3709282;3810414;5411858;3193247;3269998;8;0;;
20.07.202010:53:57;5659707;3709258;3810353;5411819;3193235;3270043;9;0;;
20.07.202010:53:58;5659700;3709250;3810336;5411987;3193215;3270058;10;0;;
20.07.202010:53:59;5659670;3709296;3810334;5411981;3193197;3270047;11;0;;
20.07.202010:54:00;5659716;3709273;3810282;5411941;3193261;3270019;12;0;;
20.07.202010:54:01;5659700;3709287;3810303;5411830;3193274;3269991;13;0;;
20.07.202010:54:02;5659773;3709260;3810246;5411938;3193172;3269972;14;0;;
20.07.202010:54:03;5659754;3709218;3810324;5411869;3193182;3269939;15;0;;
20.07.202010:54:04;5659706;3709259;3810358;5411983;3193247;3269924;16;0;;
20.07.202010:54:05;5659826;3709224;3810265;5411764;3193186;3270019;17;0;;
20.07.202010:54:06;5659733;3709259;3810294;5411764;3193220;3270076;18;0;;
20.07.202010:54:07;5659732;3709349;3810263;5411850;3193230;3270050;19;0;;
20.07.202010:54:08;5659778;3709269;3810338;5411892;3193231;3270047;20;0;;
20.07.202010:54:09;5659834;3709240;3810355;5411851;3193201;3269961;21;0;;
20.07.202010:54:10;5659730;3709321;3810420;5411926;3193252;3270004;22;0;;
20.07.202010:54:11;5659658;3709207;3810314;5412066;3193233;3269972;23;0;;
20.07.202010:54:12;5659800;3709298;3810303;5411909;3193246;3270005;24;0;;
20.07.202010:54:13;5659794;3709210;3810381;5411920;3193218;3270000;25;0;;
20.07.202010:54:14;5659772;3709307;3810363;5411866;3193247;3270026;26;0;;
20.07.202010:54:15;5659820;3709280;3810372;5411785;3193264;3270046;27;0;;
20.07.202010:54:16;5659690;3709263;3810332;5411947;3193226;3269976;28;0;;
20.07.202010:54:17;5659993;3709393;3810257;5411951;3193175;3270012;29;0;;
20.07.202010:54:18;5659926;3709271;3810437;5411775;3193189;3270052;30;0;;
20.07.202010:54:19;5659766;3709205;3810155;5411822;3193202;3270063;31;0;;
20.07.202010:54:20;5659799;3709240;3810234;5411917;3193197;3270023;32;0;;
20.07.202010:54:21;5659721;3709207;3810353;5411943;3193232;3270049;33;0;;
20.07.202010:54:22;5659806;3709251;3810330;5411900;3193264;3270046;34;0;;
20.07.202010:54:23;5659786;3709257;3810355;5412006;3193282;3269997;35;0;;
20.07.202010:54:24;5659788;3709286;3810291;5411954;3193278;3270014;36;0;;
20.07.202010:54:25;5659868;3709162;3810453;5411841;3193317;3270001;37;0;;
20.07.202010:54:26;5659764;3709226;3810404;5411912;3193235;3270011;38;0;;
20.07.202010:54:27;5659578;3709144;3810375;5411886;3193210;3269947;39;0;;
20.07.202010:54:28;5659706;3709211;3810309;5412126;3193205;3269986;40;0;;
20.07.202010:54:29;5659868;3709274;3810284;5412041;3193184;3270053;41;0;;
20.07.202010:54:30;5659835;3709256;3810336;5411893;3193174;3269996;42;0;;
20.07.202010:54:31;5659903;3709227;3810390;5412007;3193255;3270005;43;0;;
20.07.202010:54:32;5659825;3709152;3810339;5412042;3193292;3270008;44;0;;
20.07.202010:54:33;5659790;3709221;3810193;5411949;3193173;3269963;45;0;;
20.07.202010:54:34;5659851;3709276;3810340;5411956;3193146;3269987;46;0;;
20.07.202010:54:35;5659716;3709210;3810452;5412009;3193166;3269985;47;0;;
20.07.202010:54:36;5659667;3709152;3810518;5412059;3193241;3269971;48;0;;
20.07.202010:54:37;5659808;3709192;3810308;5412039;3193181;3269994;49;0;;
20.07.202010:54:38;5659822;3709219;3810387;5412023;3193162;3269939;50;0;;
20.07.202010:54:39;5659798;3709193;3810250;5411884;3193227;3269993;51;0;;
20.07.202010:54:40;5659854;3709246;3810273;5412008;3193256;3269964;52;0;;
20.07.202010:54:41;5659868;3709256;3810222;5411912;3193237;3269956;53;0;;
20.07.202010:54:42;5659839;3709259;3810245;5411822;3193197;3269968;54;0;;
20.07.202010:54:43;5659846;3709152;3810363;5411886;3193165;3269981;55;0;;
20.07.202010:54:44;5659898;3709159;3810360;5411903;3193253;3270034;56;0;;
20.07.202010:54:45;5659907;3709222;3810179;5411927;3193257;3270046;57;0;;
20.07.202010:54:46;5659864;3709248;3810326;5411965;3193180;3269994;58;0;;
20.07.202010:54:47;5659876;3709161;3810179;5411983;3193193;3269987;59;0;;
20.07.202010:54:48;5659869;3709248;3810279;5411934;3193146;3270018;60;0;;
20.07.202010:54:49;5659876;3709224;3810307;5411836;3193155;3270015;61;0;;
20.07.202010:54:50;5659909;3709137;3810372;5411925;3193154;3270005;62;0;;
20.07.202010:54:51;5659827;3709133;3810326;5411958;3193188;3270012;63;0;;
20.07.202010:54:52;5659815;3709252;3810286;5411983;3193152;3269988;64;0;;
20.07.202010:54:53;5659710;3709214;3810287;5412060;3193209;3269950;65;0;;
20.07.202010:54:54;5659799;3709206;3810300;5411998;3193250;3269980;66;0;;
20.07.202010:54:55;5659823;3709254;3810266;5411845;3193274;3269997;67;0;;
20.07.202010:54:56;5659792;3709263;3810200;5411982;3193212;3269998;68;0;;
20.07.202010:54:57;5659825;3709213;3810298;5411923;3193187;3269994;69;0;;
20.07.202010:54:58;5659742;3709145;3810365;5411935;3193177;3270070;70;0;;
20.07.202010:54:59;5659765;3709237;3810420;5411896;3193232;3270008;71;0;;
20.07.202010:55:00;5659852;3709253;3810233;5411865;3193229;3270024;72;0;;
20.07.202010:55:01;5659810;3709287;3810317;5411903;3193274;3269990;73;0;;
20.07.202010:55:02;5659857;3709258;3810363;5411775;3193200;3269989;74;0;;
20.07.202010:55:03;5659750;3709236;3810362;5411830;3193202;3270010;75;0;;
20.07.202010:55:04;5659817;3709279;3810287;5411818;3193253;3270080;76;0;;
20.07.202010:55:05;5659769;3709191;3810248;5411932;3193256;3270013;77;0;;
20.07.202010:55:06;5659821;3709258;3810160;5411888;3193221;3270067;78;0;;
20.07.202010:55:07;5659723;3709229;3810344;5411967;3193235;3270050;79;0;;
20.07.202010:55:08;5659784;3709242;3810381;5411914;3193279;3270034;80;0;;
20.07.202010:55:09;5659929;3709228;3810330;5411847;3193227;3270032;81;0;;
20.07.202010:55:10;5659770;3709160;3810262;5411840;3193142;3269981;82;0;;
20.07.202010:55:11;5659761;3709196;3810475;5411897;3193184;3269991;83;0;;
20.07.202010:55:12;5659793;3709299;3810293;5411926;3193214;3270064;84;0;;
20.07.202010:55:13;5659833;3709303;3810203;5411893;3193252;3269926;85;0;;
20.07.202010:55:14;5659833;3709217;3810199;5412062;3193234;3270006;86;0;;
20.07.202010:55:15;5659842;3709219;3810332;5411914;3193276;3270024;87;0;;
20.07.202010:55:16;5659842;3709147;3810269;5411880;3193225;3270015;88;0;;
