20.07.202013:40:54;8406588;5694559;6161604;7440236;3197987;3271506;0;0;;
20.07.202013:40:55;8406508;5694599;6161636;7440282;3197966;3271476;1;0;;
20.07.202013:40:56;8406567;5694482;6161907;7440346;3197998;3271481;2;0;;
20.07.202013:40:57;8406427;5694691;6161338;7440206;3197941;3271493;3;0;;
20.07.202013:40:58;8406493;5694521;6161667;7440267;3197979;3271541;4;0;;
20.07.202013:40:59;8406527;5694636;6161740;7440293;3198015;3271543;5;0;;
20.07.202013:41:00;8406398;5694534;6161518;7440308;3198036;3271571;6;0;;
20.07.202013:41:01;8406529;5694606;6161755;7440288;3198005;3271520;7;0;;
20.07.202013:41:02;8406464;5694618;6161634;7440126;3197937;3271447;8;0;;
20.07.202013:41:03;8406412;5694579;6161610;7440303;3197881;3271446;9;0;;
20.07.202013:41:04;8406437;5694582;6161612;7440106;3198002;3271448;10;0;;
20.07.202013:41:05;8406458;5694581;6161667;7440173;3197974;3271485;11;0;;
20.07.202013:41:06;8406430;5694685;6161685;7440202;3198038;3271480;12;0;;
20.07.202013:41:07;8406354;5694613;6161564;7440247;3198058;3271404;13;0;;
20.07.202013:41:08;8406451;5694607;6161737;7440178;3197975;3271431;14;0;;
20.07.202013:41:09;8406450;5694544;6161593;7440275;3197954;3271454;15;0;;
20.07.202013:41:10;8406507;5694665;6161528;7440206;3197954;3271539;16;0;;
20.07.202013:41:11;8406478;5694610;6161623;7440239;3197936;3271528;17;0;;
20.07.202013:41:12;8406503;5694622;6161692;7440214;3197967;3271509;18;0;;
20.07.202013:41:13;8406421;5694533;6161614;7440291;3197969;3271504;19;0;;
20.07.202013:41:14;8406425;5694556;6161712;7440314;3198000;3271432;20;0;;
20.07.202013:41:15;8406502;5694632;6161603;7440235;3197958;3271486;21;0;;
20.07.202013:41:16;8406499;5694570;6161583;7440191;3197936;3271496;22;0;;
20.07.202013:41:17;8406457;5694566;6161684;7440336;3197966;3271461;23;0;;
20.07.202013:41:18;8406409;5694537;6161576;7440250;3197970;3271529;24;0;;
20.07.202013:41:19;8406413;5694557;6161633;7440246;3197971;3271536;25;0;;
20.07.202013:41:20;8406517;5694569;6161476;7440302;3197912;3271476;26;0;;
20.07.202013:41:21;8406519;5694493;6161711;7440257;3197919;3271422;27;0;;
20.07.202013:41:22;8406480;5694564;6161507;7440283;3198003;3271535;28;0;;
20.07.202013:41:23;8406494;5694493;6161717;7440279;3197996;3271552;29;0;;
20.07.202013:41:24;8406522;5694494;6161772;7440264;3197989;3271583;30;0;;
20.07.202013:41:25;8406559;5694548;6161721;7440257;3197970;3271580;31;0;;
20.07.202013:41:26;8406458;5694508;6161640;7440336;3197963;3271522;32;0;;
20.07.202013:41:27;8406498;5694564;6161650;7440222;3197942;3271462;33;0;;
20.07.202013:41:28;8406460;5694528;6161636;7440351;3197960;3271467;34;0;;
20.07.202013:41:29;8406385;5694560;6161551;7440388;3197957;3271477;35;0;;
20.07.202013:41:30;8406517;5694441;6161704;7440265;3197954;3271499;36;0;;
20.07.202013:41:31;8406560;5694566;6161586;7440384;3197986;3271498;37;0;;
20.07.202013:41:32;8406474;5694596;6161431;7440293;3197919;3271461;38;0;;
20.07.202013:41:33;8406426;5694531;6161595;7440437;3197942;3271454;39;0;;
20.07.202013:41:34;8406595;5694473;6161814;7440483;3198022;3271464;40;0;;
20.07.202013:41:35;8406545;5694572;6161551;7440467;3197978;3271493;41;0;;
20.07.202013:41:36;8406530;5694508;6161664;7440307;3198010;3271447;42;0;;
20.07.202013:41:37;8406480;5694501;6161469;7440399;3197968;3271506;43;0;;
20.07.202013:41:38;8406535;5694450;6161572;7440309;3198011;3271468;44;0;;
20.07.202013:41:39;8406472;5694576;6161607;7440462;3198083;3271510;45;0;;
20.07.202013:41:40;8406607;5694457;6161588;7440384;3197996;3271503;46;0;;
20.07.202013:41:41;8406557;5694456;6161558;7440371;3197976;3271502;47;0;;
20.07.202013:41:42;8406514;5694459;6161526;7440300;3197985;3271521;48;0;;
20.07.202013:41:43;8406534;5694565;6161420;7440433;3197996;3271527;49;0;;
20.07.202013:41:44;8406498;5694454;6161484;7440372;3197953;3271496;50;0;;
20.07.202013:41:45;8406507;5694430;6161554;7440567;3197926;3271512;51;0;;
20.07.202013:41:46;8406495;5694489;6161522;7440436;3197925;3271545;52;0;;
20.07.202013:41:47;8406486;5694473;6161566;7440330;3197936;3271527;53;0;;
20.07.202013:41:48;8406476;5694543;6161510;7440432;3197993;3271566;54;0;;
20.07.202013:41:49;8406532;5694454;6161456;7440378;3197982;3271474;55;0;;
20.07.202013:41:50;8406593;5694514;6161693;7440437;3198002;3271450;56;0;;
20.07.202013:41:51;8406493;5694604;6161511;7440430;3198032;3271463;57;0;;
20.07.202013:41:52;8406482;5694421;6161229;7440407;3197951;3271489;58;0;;
20.07.202013:41:53;8406607;5694329;6161754;7440430;3197917;3271427;59;0;;
20.07.202013:41:54;8406541;5694527;6161534;7440410;3198007;3271476;60;0;;
20.07.202013:41:55;8406517;5694602;6161440;7440410;3197987;3271495;61;0;;
20.07.202013:41:56;8406574;5694475;6161433;7440343;3197952;3271477;62;0;;
20.07.202013:41:57;8406501;5694459;6161499;7440331;3197905;3271447;63;0;;
20.07.202013:41:58;8406569;5694426;6161558;7440353;3197890;3271492;64;0;;
20.07.202013:41:59;8406544;5694560;6161393;7440485;3197940;3271467;65;0;;
20.07.202013:42:00;8406577;5694448;6161532;7440399;3197968;3271456;66;0;;
20.07.202013:42:01;8406528;5694549;6161411;7440426;3197959;3271499;67;0;;
20.07.202013:42:02;8406526;5694373;6161480;7440489;3197964;3271495;68;0;;
20.07.202013:42:03;8406489;5694525;6161582;7440352;3197983;3271488;69;0;;
20.07.202013:42:04;8406553;5694381;6161605;7440347;3197960;3271475;70;0;;
20.07.202013:42:05;8406578;5694534;6161642;7440335;3198026;3271488;71;0;;
20.07.202013:42:06;8406516;5694446;6161558;7440311;3198060;3271531;72;0;;
20.07.202013:42:07;8406578;5694403;6161420;7440431;3198038;3271537;73;0;;
20.07.202013:42:08;8406622;5694438;6161589;7440453;3197985;3271542;74;0;;
20.07.202013:42:09;8406537;5694458;6161647;7440381;3197987;3271514;75;0;;
20.07.202013:42:10;8406507;5694513;6161539;7440410;3197910;3271472;76;0;;
20.07.202013:42:11;8406501;5694530;6161290;7440509;3197953;3271483;77;0;;
20.07.202013:42:12;8406664;5694374;6161768;7440448;3198003;3271461;78;0;;
20.07.202013:42:13;8406571;5694520;6161417;7440362;3197993;3271514;79;0;;
20.07.202013:42:14;8406502;5694345;6161339;7440457;3198011;3271482;80;0;;
20.07.202013:42:15;8406694;5694339;6161852;7440445;3198003;3271489;81;0;;
20.07.202013:42:16;8406542;5694508;6161423;7440487;3197984;3271533;82;0;;
20.07.202013:42:17;8406667;5694411;6161386;7440382;3198006;3271557;83;0;;
20.07.202013:42:18;8406677;5694408;6161641;7440465;3198005;3271499;84;0;;
20.07.202013:42:19;8406694;5694436;6161639;7440446;3197954;3271454;85;0;;
20.07.202013:42:20;8406575;5694538;6161431;7440458;3197936;3271525;86;0;;
20.07.202013:42:21;8406486;5694465;6161424;7440353;3197960;3271526;87;0;;
20.07.202013:42:22;8406673;5694441;6161398;7440348;3197939;3271557;88;0;;
20.07.202013:42:23;8406650;5694441;6161642;7440408;3197948;3271510;89;0;;
20.07.202013:42:24;8406611;5694396;6161474;7440379;3197962;3271542;90;0;;
20.07.202013:42:25;8406556;5694414;6161560;7440405;3197963;3271461;91;0;;
20.07.202013:42:26;8406592;5694433;6161439;7440358;3197974;3271512;92;0;;
20.07.202013:42:27;8406706;5694408;6161636;7440379;3198045;3271558;93;0;;
20.07.202013:42:28;8406595;5694457;6161413;7440422;3198010;3271537;94;0;;
20.07.202013:42:29;8406619;5694461;6161442;7440368;3197956;3271575;95;0;;
20.07.202013:42:30;8406558;5694464;6161573;7440331;3197938;3271495;96;0;;
20.07.202013:42:31;8406570;5694408;6161702;7440508;3197974;3271486;97;0;;
20.07.202013:42:32;8406459;5694430;6161369;7440567;3197971;3271498;98;0;;
20.07.202013:42:33;8406622;5694332;6161608;7440478;3197924;3271533;99;0;;
20.07.202013:42:34;8406553;5694428;6161516;7440357;3197992;3271529;100;0;;
20.07.202013:42:35;8406632;5694476;6161532;7440538;3197988;3271479;101;0;;
20.07.202013:42:36;8406510;5694389;6161511;7440357;3197980;3271523;102;0;;
20.07.202013:42:37;8406496;5694438;6161306;7440487;3197995;3271467;103;0;;
20.07.202013:42:38;8406682;5694340;6161674;7440484;3197974;3271461;104;0;;
20.07.202013:42:39;8406507;5694447;6161373;7440454;3198042;3271477;105;0;;
20.07.202013:42:40;8406730;5694355;6161470;7440503;3197899;3271505;106;0;;
20.07.202013:42:41;8406628;5694352;6161360;7440459;3197942;3271532;107;0;;
20.07.202013:42:42;8406712;5694452;6161641;7440386;3197951;3271488;108;0;;
20.07.202013:42:43;8406598;5694390;6161416;7440437;3197936;3271458;109;0;;
20.07.202013:42:44;8406569;5694439;6161486;7440519;3198019;3271483;110;0;;
